# Species	Genes	Alg.-Conn.	Arkhipov1_protein.faa	Arkhipov2_protein.faa	Arkhipov3_protein.faa	Arkhipov4_protein.faa	Arkhipov5_protein.faa
2	2	1	*	XP_013440116.1	*	*	XP_013355592.1
4	4	0.598	*	XP_013440123.1	XP_013251510.1	XP_013336866.1	XP_013352633.1
4	4	0.444	*	XP_013440155.1	XP_013249378.1	XP_013334286.1	XP_013352357.1
4	4	0.724	*	XP_013440173.1	XP_013252214.1	XP_013336698.1	XP_013354244.1
4	4	0.825	*	XP_013440212.1	XP_013249678.1	XP_013337285.1	XP_013349454.1
3	3	0.912	*	XP_013440230.1	XP_013248153.1	*	XP_013358092.1
2	2	1	*	XP_013440259.1	*	*	XP_013355579.1
4	4	0.81	*	XP_013440262.1	XP_013252777.1	XP_013338588.1	XP_037878281.1
2	2	1	*	XP_013440269.1	*	*	XP_013351761.1
3	3	0.79	*	XP_013440309.1	*	XP_013338373.1	XP_013351220.1
2	2	1	*	XP_013440365.1	*	*	XP_013356602.1
2	2	1	*	XP_013439092.1	*	*	XP_013357010.1
2	2	1	*	XP_013438779.1	*	*	XP_013357787.1
4	4	0.691	*	XP_013438789.1	XP_013250691.1	XP_013336896.1	XP_013353350.1
4	4	0.608	*	XP_013438794.1	XP_013250687.1	XP_013334852.1	XP_013351060.1
2	2	1	*	XP_013438812.1	*	*	XP_013350997.1
3	3	0.644	*	XP_013438831.1	XP_013248563.1	*	XP_013354181.1
3	3	0.872	*	XP_013438844.1	XP_013252120.1	*	XP_013352521.1
3	3	0.923	*	XP_013438860.1	*	XP_013336575.1	XP_013354094.1
3	3	0.731	*	XP_013438917.1	XP_013252908.1	*	XP_013357898.1
3	3	0.435	*	XP_013438929.1	XP_013250351.1	*	XP_013357676.1
3	3	0.807	*	XP_013438941.1	*	XP_013336764.1	XP_013353869.1
4	4	0.603	*	XP_013438965.1	XP_013251377.1	XP_013332643.1	XP_037877967.1
3	3	0.952	*	XP_013439047.1	XP_013250766.1	*	XP_013358121.1
2	2	1	*	XP_013439079.1	*	*	XP_013352231.1
2	2	1	*	XP_013439082.1	*	*	XP_013357100.1
4	4	0.49	*	XP_013437642.1	XP_013252883.1	XP_013333582.1	XP_013349910.1
2	2	1	*	XP_013439111.1	*	*	XP_037878161.1
2	2	1	*	XP_013439113.1	*	*	XP_013350739.1
2	2	1	*	XP_013439117.1	*	*	XP_013357463.1
3	3	0.597	*	XP_013439118.1	XP_013247147.1	*	XP_013354394.1
3	3	0.806	*	XP_013439134.1	*	XP_013337311.1	XP_013354260.1
3	3	0.602	*	XP_013439143.1	XP_013248923.1	*	XP_013352417.1
2	2	1	*	XP_013439191.1	*	*	XP_013355412.1
4	4	0.765	*	XP_013439241.1	XP_013251294.1	XP_013333744.1	XP_013349855.1
4	4	0.611	*	XP_013439251.1	XP_013250240.1	XP_013335264.1	XP_037878759.1
4	4	0.666	*	XP_013439254.1	XP_013250237.1	XP_013335260.1	XP_013353650.1
2	2	1	*	XP_013439336.1	*	*	XP_013357067.1
3	3	0.794	*	XP_013439426.1	*	XP_013337347.1	XP_013352752.1
3	3	0.85	*	XP_013439505.1	XP_013248740.1	*	XP_013352907.1
2	2	1	*	XP_013439509.1	*	*	XP_013355894.1
3	3	0.823	*	XP_013435544.1	XP_013250181.1	*	XP_013355989.1
4	4	0.793	*	XP_013435286.1	XP_013251849.1	XP_013336731.1	XP_013351106.1
2	2	1	*	XP_013435291.1	*	*	XP_013354220.1
3	3	0.716	*	XP_013435339.1	XP_013250031.1	*	XP_013355959.1
4	4	0.599	*	XP_013435345.1	XP_013252496.1	XP_013333693.1	XP_013352816.1
3	3	0.654	*	XP_013435396.1	*	XP_013335780.1	XP_013350580.1
4	4	0.552	*	XP_013435399.1	XP_013249768.1	XP_013335778.1	XP_013350582.1
4	4	0.506	*	XP_013435434.1	XP_013252179.1	XP_013334837.1	XP_037878298.1
4	4	0.267	*	XP_013435437.1	XP_013250960.1	XP_013334383.1	XP_013352572.1
4	4	0.346	*	XP_013435464.1	XP_013247536.1	XP_013336453.1	XP_013350502.1
4	4	0.865	*	XP_013435511.1	XP_013250566.1	XP_013334578.1	XP_037878743.1
4	4	0.871	*	XP_013435512.1	XP_013250568.1	XP_013334580.1	XP_037878381.1
2	2	1	*	XP_013435516.1	*	*	XP_013356166.1
4	4	0.42	*	XP_013435524.1	XP_013246826.1	XP_013335498.1	XP_013352871.1
3	3	0.389	*	XP_013435535.1	XP_013251670.1	*	XP_013349460.1
3	3	0.946	*	XP_013435536.1	XP_013251671.1	*	XP_013349459.1
3	3	0.592	*	XP_013435233.1	*	XP_013335516.1	XP_013352924.1
2	2	1	*	XP_013435548.1	*	*	XP_013355988.1
4	4	0.757	*	XP_013435550.1	XP_013250185.1	XP_013335760.1	XP_013356611.1
3	3	0.636	*	XP_013435576.1	*	XP_013335720.1	XP_013353593.1
2	2	1	*	XP_013435583.1	*	*	XP_037878259.1
2	2	1	*	XP_013435635.1	*	*	XP_013357042.1
4	4	0.439	*	XP_013435643.1	XP_013250801.1	XP_013337158.1	XP_013353820.1
4	4	0.583	*	XP_013435650.1	XP_013246833.1	XP_013334668.1	XP_013351871.1
2	2	1	*	XP_013435697.1	*	*	XP_037878884.1
3	3	0.709	*	XP_013435738.1	*	XP_013335916.1	XP_037878777.1
4	4	0.643	*	XP_013435812.1	XP_013246616.1	XP_013334742.1	XP_013354687.1
3	3	0.84	*	XP_013435816.1	XP_013252280.1	*	XP_013355600.1
2	2	1	*	XP_013435821.1	*	*	XP_013357347.1
4	4	0.788	*	XP_013435861.1	XP_013249315.1	XP_013337497.1	XP_013352820.1
3	3	0.881	*	XP_013435890.1	XP_013251236.1	*	XP_013356790.1
2	2	1	*	XP_013434805.1	*	*	XP_013356958.1
4	4	0.839	*	XP_013434467.1	XP_013246841.1	XP_013337106.1	XP_013350874.1
4	4	0.74	*	XP_013434468.1	XP_013246842.1	XP_013337105.1	XP_013350873.1
2	2	1	*	XP_013434470.1	*	*	XP_013356320.1
4	4	0.608	*	XP_013434472.1	XP_013249718.1	XP_013337170.1	XP_013355922.1
4	4	0.407	*	XP_013434477.1	XP_013249882.1	XP_013333175.1	XP_013353461.1
2	2	1	*	XP_013434482.1	*	*	XP_013354963.1
3	3	0.687	*	XP_013434511.1	*	XP_013336938.1	XP_013353684.1
2	2	1	*	XP_013434560.1	*	*	XP_013358031.1
2	2	1	*	XP_013434565.1	*	*	XP_013354563.1
4	4	0.706	*	XP_013434627.1	XP_013250294.1	XP_013336791.1	XP_013352155.1
4	4	0.538	*	XP_013434632.1	XP_013246738.1	XP_013333127.1	XP_013351931.1
2	2	1	*	XP_013434654.1	*	*	XP_013356850.1
3	3	0.89	*	XP_013434687.1	XP_013249844.1	*	XP_013357258.1
3	3	0.903	*	XP_013434775.1	*	XP_013336834.1	XP_013349730.1
4	4	0.708	*	XP_013435912.1	XP_013251578.1	XP_013337343.1	XP_013353137.1
2	2	1	*	XP_013434825.1	*	*	XP_013353322.1
4	4	0.722	*	XP_013434872.1	XP_013250577.1	XP_013335599.1	XP_037878625.1
4	4	0.849	*	XP_013434881.1	XP_013249428.1	XP_013334170.1	XP_013351754.1
2	2	1	*	XP_013434908.1	*	*	XP_013357370.1
4	4	0.85	*	XP_013434970.1	XP_013252631.1	XP_013337810.1	XP_013356905.1
4	4	0.324	*	XP_013434987.1	XP_013249173.1	XP_013333074.1	XP_013349786.1
3	3	0.679	*	XP_013435009.1	*	XP_013337797.1	XP_013353417.1
4	4	0.685	*	XP_013435010.1	XP_013248802.1	XP_013337796.1	XP_013353416.1
2	2	1	*	XP_013435046.1	*	*	XP_013354838.1
3	3	0.723	*	XP_013435067.1	XP_013249463.1	*	XP_013351699.1
2	2	1	*	XP_013435078.1	*	*	XP_013351703.1
4	4	0.644	*	XP_013435114.1	XP_013250736.1	XP_013337920.1	XP_013353552.1
4	4	0.8	*	XP_013435204.1	XP_013247194.1	XP_013335181.1	XP_013357496.1
4	4	0.703	*	XP_013435205.1	XP_013247193.1	XP_013338019.1	XP_013357497.1
4	4	0.452	*	XP_013437290.1	XP_013252011.1	XP_013335331.1	XP_013357946.1
4	4	0.339	*	XP_013436805.1	XP_013251963.1	XP_013334149.1	XP_013349956.1
3	3	0.666	*	XP_013436821.1	XP_013249874.1	*	XP_013349517.1
4	4	0.563	*	XP_013436852.1	XP_013248771.1	XP_013337669.1	XP_013357558.1
3	3	0.91	*	XP_013436860.1	*	XP_013337660.1	XP_013350961.1
4	4	0.802	*	XP_013436865.1	XP_013248954.1	XP_013337013.1	XP_013349858.1
4	4	0.312	*	XP_013436893.1	XP_013251700.1	XP_013338046.1	XP_013353993.1
3	3	0.582	*	XP_013436923.1	XP_013249509.1	*	XP_013351184.1
4	4	0.591	*	XP_013436930.1	XP_013249607.1	XP_013333636.1	XP_013351726.1
2	2	1	*	XP_013436953.1	*	*	XP_013350515.1
2	2	1	*	XP_013436971.1	*	*	XP_037878428.1
4	4	0.628	*	XP_013437063.1	XP_013249147.1	XP_013335666.1	XP_013351647.1
4	4	0.541	*	XP_013437082.1	XP_013251340.1	XP_013335797.1	XP_013349608.1
3	3	0.618	*	XP_013437133.1	XP_013251738.1	*	XP_013351441.1
3	3	0.528	*	XP_013437151.1	XP_013246912.1	*	XP_013356226.1
4	4	0.608	*	XP_013437218.1	XP_013252483.1	XP_013333733.1	XP_013357426.1
2	2	1	*	XP_013436779.1	*	*	XP_013349881.1
4	4	0.668	*	XP_013437291.1	XP_013252010.1	XP_013335330.1	XP_013357945.1
3	3	0.688	*	XP_013437293.1	XP_013249188.1	*	XP_013355625.1
4	4	0.873	*	XP_013437301.1	XP_013246783.1	XP_013335770.1	XP_013352396.1
4	4	0.57	*	XP_013437306.1	XP_013249893.1	XP_013335767.1	XP_013349534.1
4	4	0.705	*	XP_013437327.1	XP_013251615.1	XP_013338084.1	XP_013353784.1
4	4	0.621	*	XP_013437330.1	XP_013247869.1	XP_013332783.1	XP_013355209.1
4	4	0.554	*	XP_013437407.1	XP_013246970.1	XP_013336729.1	XP_013351492.1
3	3	0.55	*	XP_013437427.1	XP_013251432.1	*	XP_013356835.1
4	4	0.494	*	XP_013437430.1	XP_013247499.1	XP_013334803.1	XP_013350662.1
4	4	0.788	*	XP_013437435.1	XP_013246717.1	XP_013334806.1	XP_013354125.1
4	4	0.515	*	XP_013437494.1	XP_013247890.1	XP_013336129.1	XP_013356598.1
2	2	1	*	XP_013437499.1	*	*	XP_013355991.1
3	3	0.861	*	XP_013437524.1	XP_013253196.1	*	XP_013350369.1
3	3	0.511	*	XP_013437578.1	XP_013251343.1	*	XP_013355669.1
4	4	0.735	*	XP_013436468.1	XP_013252983.1	XP_013333920.1	XP_013353013.1
3	3	0.893	*	XP_013435979.1	*	XP_013335645.1	XP_037878097.1
4	4	0.737	*	XP_013436064.1	XP_013251950.1	XP_013335200.1	XP_013357023.1
3	3	0.494	*	XP_013436074.1	*	XP_013335464.1	XP_013352260.1
3	3	0.915	*	XP_013436078.1	*	XP_013335467.1	XP_037878591.1
3	3	0.816	*	XP_013436122.1	*	XP_013333769.1	XP_013357126.1
3	3	0.735	*	XP_013436128.1	XP_013250304.1	*	XP_013352224.1
3	3	0.726	*	XP_013436169.1	XP_013248152.1	*	XP_013358093.1
4	4	0.225	*	XP_013436231.1	XP_013251647.1	XP_013333657.1	XP_013350773.1
2	2	1	*	XP_013436232.1	*	*	XP_013352600.1
4	4	0.725	*	XP_013436323.1	XP_013250387.1	XP_013336509.1	XP_013355446.1
4	4	0.766	*	XP_013436336.1	XP_013252287.1	XP_013332690.1	XP_013354534.1
2	2	1	*	XP_013436364.1	*	*	XP_037878630.1
4	4	0.458	*	XP_013436385.1	XP_013246781.1	XP_013334486.1	XP_013352217.1
4	4	0.909	*	XP_013436450.1	XP_013247504.1	XP_013333710.1	XP_013356544.1
4	4	0.928	CDI84977.1	XP_013438715.1	XP_013253057.1	XP_013335433.1	*
4	4	0.664	*	XP_013436489.1	XP_013247934.1	XP_013338088.1	XP_037878908.1
4	4	0.816	*	XP_013436494.1	XP_013249941.1	XP_013337946.1	XP_013356767.1
4	4	0.801	*	XP_013436578.1	XP_013250136.1	XP_013332938.1	XP_013351375.1
4	4	0.471	*	XP_013436579.1	XP_013250135.1	XP_013335313.1	XP_013349807.1
4	4	0.733	*	XP_013436618.1	XP_013247712.1	XP_013336274.1	XP_013351810.1
4	4	0.823	*	XP_013436636.1	XP_013250542.1	XP_013337804.1	XP_013352910.1
4	4	0.703	*	XP_013436640.1	XP_013246974.1	XP_013334404.1	XP_013354305.1
2	2	1	*	XP_013436641.1	*	*	XP_013354306.1
3	3	0.897	*	XP_013436649.1	XP_013248666.1	*	XP_013352498.1
2	2	1	*	XP_013436698.1	*	*	XP_013354121.1
2	2	1	*	XP_013436707.1	*	*	XP_037878604.1
2	2	1	*	XP_013436731.1	*	*	XP_037879100.1
4	4	0.572	*	XP_013436766.1	XP_013250423.1	XP_013336513.1	XP_013354773.1
3	3	0.632	*	XP_013436768.1	XP_013247172.1	*	XP_013354772.1
2	5	0.191	*	XP_013440944.1,XP_013433194.1,XP_013436344.1,XP_013439293.1	*	XP_013337024.1	*
4	6	0.11	CDI73877.1,CDI73880.1	*	XP_013251789.1	XP_013335857.1,XP_013336748.1	XP_013352536.1
4	9	0.103	CDI74852.1,CDI74851.1	*	XP_013251483.1	XP_013333618.1,XP_013333619.1,XP_013333620.1,XP_013333621.1	XP_013355549.1,XP_013355550.1
5	5	0.1	CDI75138.1	XP_013434184.1	XP_013251689.1	XP_013338165.1	XP_013351728.1
3	4	0.103	*	*	XP_013247699.1	XP_013337028.1	XP_013351529.1,XP_013355068.1
4	5	0.134	CDI87690.1	XP_013435647.1,XP_013433633.1	XP_013251720.1	XP_013337493.1	*
3	4	0.125	CDI87752.1,CDI86992.1	XP_013435256.1	XP_013248065.1	*	*
4	4	0.103	CDI82486.1	XP_013437608.1	XP_013251226.1	XP_013336111.1	*
3	4	0.24	CDI84848.1,CDI85474.1	*	*	XP_013335959.1	XP_013355189.1
4	4	0.13	CDI87887.1	XP_013436309.1	XP_013249752.1	XP_013335079.1	*
2	4	0.239	*	XP_013440520.1,XP_013438780.1,XP_013440518.1	*	*	XP_037879194.1
4	4	0.122	CDI85010.1	XP_013439369.1	*	XP_013337267.1	XP_013351686.1
4	4	0.0809	*	XP_013436718.1	XP_013248750.1	XP_013337930.1	XP_037877988.1
4	4	0.0593	*	XP_013436138.1	XP_013252697.1	XP_013334406.1	XP_013354778.1
5	5	0.0443	CDI74613.1	XP_013436717.1	XP_013248749.1	XP_013337931.1	XP_037878209.1
4	4	0.085	*	XP_013434303.1	XP_013252615.1	XP_013335903.1	XP_013352114.1
5	5	0.0869	CDI74322.1	XP_013440427.1	XP_013246590.1	XP_013335217.1	XP_037879021.1
3	4	0.248	CDI75825.1	XP_013439363.1,XP_013435990.1	XP_013252897.1	*	*
5	5	0.0666	CDI86895.1	XP_013435215.1	XP_013252827.1	XP_013335836.1	XP_037878555.1
3	5	0.159	CDI85899.1,CDI85900.1	*	XP_013246834.1	XP_013334955.1,XP_013334956.1	*
2	4	0.243	CDI87165.1	*	*	*	XP_013350758.1,XP_013350760.1,XP_013355295.1
4	4	0.0865	*	XP_013435055.1	XP_013249467.1	XP_013332593.1	XP_013355720.1
5	5	0.0429	CDI75182.1	XP_013433212.1	XP_013248004.1	XP_013335113.1	XP_013349644.1
3	4	0.104	CDI83527.1	XP_013440941.1,XP_013436251.1	*	*	XP_013355604.1
3	4	0.172	CDI80365.1	*	XP_013252649.1	XP_013334646.1,XP_013334644.1	*
4	4	0.167	CDI84102.1	XP_013435691.1	*	XP_013334878.1	XP_013354811.1
4	8	0.114	CDI74848.1	XP_013435636.1	*	XP_013333622.1	XP_013355501.1,XP_013356924.1,XP_037878882.1,XP_013351763.1,XP_013357041.1
5	5	0.146	CDI86894.1	XP_013435213.1	XP_013252826.1	XP_013335835.1	XP_037878554.1
5	5	0.14	CDI74588.1	XP_013433824.1	XP_013251574.1	XP_013337306.1	XP_013351054.1
5	5	0.109	CDI76521.1	XP_013432501.1	XP_013246628.1	XP_013335413.1	XP_037878238.1
5	5	0.0948	CDI84531.1	XP_013435469.1	XP_013248996.1	XP_013337411.1	XP_013350497.1
5	5	0.0858	CDI85258.1	XP_013436826.1	XP_013250815.1	XP_013336970.1	XP_013356697.1
4	5	0.18	CDI87162.1	*	XP_013247286.1	XP_013332930.1	XP_013357336.1,XP_013349929.1
4	5	0.123	CDI82715.1	XP_013439847.1	*	XP_013333937.1	XP_037878274.1,XP_037878272.1
5	5	0.0486	CDI73976.1	XP_013433730.1	XP_013247735.1	XP_013335017.1	XP_013357118.1
4	5	0.105	CDI87544.1	XP_013439805.1	*	XP_013336332.1,XP_013334985.1	XP_013353817.1
5	5	0.108	CDI74192.1	XP_013433502.1	XP_013249801.1	XP_013336442.1	XP_013349819.1
4	5	0.114	CDI75385.1	*	XP_013252166.1	XP_013338252.1	XP_013350423.1,XP_013353252.1
4	4	0.155	CDI87720.1	*	XP_013249191.1	XP_013333509.1	XP_037879011.1
2	3	0.329	*	*	XP_013248817.1,XP_013246981.1	*	XP_013350801.1
4	4	0.148	CDI74399.1	XP_013433675.1	XP_013247359.1	XP_013334634.1	*
4	4	0.179	CDI83131.1	XP_013433500.1	XP_013249798.1	*	XP_013354511.1
4	4	0.202	*	XP_013435859.1	XP_013249313.1	XP_013337724.1	XP_013349451.1
3	3	0.233	*	*	XP_013250865.1	XP_013337606.1	XP_013353231.1
3	3	0.0967	CDI87364.1	XP_013437860.1	XP_013253174.1	*	*
3	3	0.22	*	XP_013438656.1	XP_013247027.1	XP_013336593.1	*
2	3	0.328	*	*	XP_013246571.1	*	XP_037878856.1,XP_013352373.1
3	3	0.285	*	XP_013438170.1	XP_013251984.1	*	XP_013355014.1
3	4	0.244	*	*	XP_013250137.1	XP_013332935.1	XP_013353585.1,XP_013357834.1
3	3	0.0973	*	*	XP_013249800.1	XP_013337648.1	XP_037877894.1
4	4	0.206	CDI84978.1	XP_013438712.1	XP_013247717.1	*	XP_013350003.1
3	4	0.129	*	XP_013435822.1	*	XP_013336689.1	XP_013357349.1,XP_013350698.1
4	4	0.166	CDI86823.1	*	XP_013249569.1	XP_013333699.1	XP_013352639.1
4	4	0.087	*	XP_013434076.1	XP_013249141.1	XP_013336493.1	XP_013354918.1
4	4	0.19	*	XP_013433774.1	XP_013250825.1	XP_013337252.1	XP_013354275.1
4	4	0.156	*	XP_013433563.1	XP_013247227.1	XP_013335419.1	XP_037878495.1
2	3	0.328	*	XP_013433165.1	*	*	XP_013352809.1,XP_013357376.1
2	3	0.333	*	*	XP_013246625.1	*	XP_013357580.1,XP_037879020.1
3	3	0.311	CDI74959.1	XP_013435367.1	*	*	XP_013349900.1
3	3	0.197	*	XP_013434302.1	XP_013252614.1	XP_013335902.1	*
4	4	0.161	*	XP_013434415.1	XP_013249679.1	XP_013336793.1	XP_013356462.1
5	6	0.119	CDI75926.1	XP_013435547.1	XP_013250184.1	XP_013335762.1,XP_013335761.1	XP_013351539.1
4	4	0.177	CDI75905.1	*	XP_013250346.1	XP_013334351.1	XP_013357672.1
3	3	0.178	CDI75828.1	XP_013435047.1	XP_013248373.1	*	*
3	3	0.262	CDI85822.1	*	XP_013248010.1	XP_013337721.1	*
4	4	0.125	CDI87235.1	XP_013438925.1	*	XP_013338166.1	XP_037878904.1
4	4	0.229	CDI75431.1	XP_013435867.1	XP_013248205.1	XP_013336181.1	*
3	3	0.306	*	XP_013436576.1	XP_013248402.1	XP_013336183.1	*
3	3	0.252	CDI87670.1	XP_013435585.1	*	*	XP_013356424.1
3	3	0.303	*	XP_013438512.1	XP_013249494.1	XP_013335791.1	*
4	4	0.184	CDI79331.1	*	XP_013247808.1	XP_013335647.1	XP_013350375.1
2	3	0.333	*	*	*	XP_013335247.1	XP_013352427.1,XP_013357875.1
3	3	0.173	*	XP_013433021.1	XP_013249104.1	XP_013337790.1	*
4	4	0.203	CDI74223.1	XP_013436311.1	XP_013250528.1	*	XP_013350930.1
4	6	0.113	CDI74207.1	*	XP_013250286.1	XP_013335471.1,XP_013335472.1,XP_013336312.1	XP_037878595.1
3	3	0.32	*	XP_013435726.1	*	XP_013335070.1	XP_013356172.1
4	4	0.215	CDI73876.1	*	XP_013251790.1	XP_013335858.1	XP_013354346.1
2	3	0.33	CDI73729.1	*	*	*	XP_013350145.1,XP_013354274.1
3	3	0.317	*	XP_013433854.1	XP_013247102.1	XP_013334233.1	*
3	3	0.19	*	*	XP_013249876.1	XP_013336022.1	XP_013349515.1
4	4	0.185	CDI87423.1	XP_013437593.1	XP_013246959.1	XP_013335086.1	*
4	4	0.193	CDI81791.1	XP_013440521.1	XP_013252785.1	XP_013337465.1	*
3	3	0.256	*	XP_013436195.1	XP_013252104.1	XP_013337388.1	*
4	4	0.0528	CDI80231.1	*	XP_013249945.1	XP_013337941.1	XP_037878117.1
3	3	0.222	CDI85981.1	*	*	XP_013337871.1	XP_013350924.1
3	3	0.308	CDI78770.1	XP_013438178.1	*	XP_013333229.1	*
5	7	0.235	CDI78669.1	XP_013437754.1,XP_013437755.1,XP_013437756.1	XP_013249392.1	XP_013332916.1	XP_013352938.1
4	4	0.0719	CDI78657.1	XP_013437580.1	XP_013246743.1	*	XP_013352011.1
5	8	0.226	CDI74644.1	XP_013436093.1	XP_013249587.1	XP_013334591.1,XP_013338294.1,XP_013335315.1,XP_013338295.1	XP_013350360.1
5	5	0.0874	CDI80905.1	XP_013438716.1	XP_013253058.1	XP_013337887.1	XP_013350004.1
5	5	0.103	CDI84907.1	XP_013438453.1	XP_013251000.1	XP_013338517.1	XP_013357283.1
5	5	0.126	CDI85372.1	XP_013440801.1	XP_013248937.1	XP_013336874.1	XP_013350256.1
5	5	0.0738	CDI85060.1	XP_013436541.1	XP_013250271.1	XP_013333233.1	XP_013353648.1
5	5	0.173	CDI80423.1	XP_013440628.1	XP_013247523.1	XP_013335139.1	XP_013352073.1
5	5	0.173	CDI75680.1	XP_013438644.1	XP_013247795.1	XP_013335914.1	XP_013357715.1
5	5	0.0822	CDI84633.1	XP_013438957.1	XP_013250559.1	XP_013333670.1	XP_013351547.1
5	5	0.106	CDI73685.1	XP_013435232.1	XP_013249214.1	XP_013335515.1	XP_013352925.1
5	5	0.158	CDI78667.1	XP_013437757.1	XP_013249391.1	XP_013332915.1	XP_013352937.1
4	5	0.336	CDI87346.1	*	XP_013250040.1	XP_013333449.1,XP_013337731.1	XP_037878727.1
5	5	0.072	CDI73704.1	XP_013434723.1	XP_013252288.1	XP_013336318.1	XP_013351665.1
5	5	0.122	CDI85445.1	XP_013437987.1	XP_013250377.1	XP_013334435.1	XP_013350724.1
5	5	0.225	CDI74387.1	XP_013440809.1	XP_013247349.1	XP_013338068.1	XP_013351260.1
5	5	0.145	CDI74138.1	XP_013435649.1	XP_013250074.1	XP_013334665.1	XP_013350707.1
5	5	0.306	CDI74994.1	XP_013438995.1	XP_013248172.1	XP_013332909.1	XP_013352604.1
4	5	0.324	CDI86680.1	XP_013436545.1,XP_013438907.1	*	XP_013337784.1	XP_013354277.1
5	5	0.231	CDI86586.1	XP_013437295.1	XP_013248706.1	XP_013337954.1	XP_013355627.1
5	5	0.184	CDI75370.1	XP_013434750.1	XP_013252756.1	XP_013338272.1	XP_013351684.1
5	5	0.309	CDI85136.1	XP_013441000.1	XP_013251112.1	XP_013333564.1	XP_037878313.1
5	5	0.191	CDI84870.1	XP_013434356.1	XP_013250972.1	XP_013335702.1	XP_013352617.1
5	5	0.227	CDI85905.1	XP_013438373.1	XP_013250864.1	XP_013337603.1	XP_013353789.1
4	4	0.346	CDI73975.1	XP_013440236.1	XP_013247734.1	XP_013335015.1	*
4	4	0.19	CDI82062.1	XP_013438340.1	XP_013249107.1	XP_013334889.1	*
4	4	0.236	CDI86585.1	XP_013437297.1	*	XP_013335298.1	XP_013355628.1
4	4	0.336	CDI74184.1	XP_013437489.1	XP_013247893.1	*	XP_013351015.1
4	4	0.36	CDI87344.1	*	XP_013250041.1	XP_013333452.1	XP_013355401.1
4	4	0.331	CDI82307.1	*	XP_013251444.1	XP_013336317.1	XP_013353466.1
4	4	0.305	CDI81767.1	XP_013440177.1	XP_013252210.1	XP_013336693.1	*
4	4	0.279	CDI83133.1	*	XP_013249796.1	XP_013336445.1	XP_037877922.1
4	4	0.366	*	XP_013437192.1	XP_013251066.1	XP_013336975.1	XP_013357997.1
4	4	0.297	CDI83742.1	*	XP_013251268.1	XP_013337699.1	XP_037878433.1
4	4	0.235	CDI75225.1	*	XP_013252396.1	XP_013333664.1	XP_013356658.1
4	4	0.312	CDI75041.1	*	XP_013253332.1	XP_013337364.1	XP_037878245.1
4	4	0.351	CDI87493.1	XP_013432848.1	XP_013251454.1	*	XP_013355542.1
4	4	0.401	CDI75831.1	*	XP_013248762.1	XP_013334977.1	XP_013349479.1
4	4	0.173	CDI87417.1	XP_013434231.1	XP_013252130.1	XP_013338454.1	*
4	4	0.166	*	XP_013438462.1	XP_013251132.1	XP_013336338.1	XP_037879131.1
4	4	0.323	*	XP_013438449.1	XP_013250996.1	XP_013337531.1	XP_013352554.1
4	4	0.329	CDI78029.1	XP_013437354.1	*	XP_013334969.1	XP_013350534.1
5	6	0.339	CDI75447.1	XP_013436667.1,XP_013436668.1	XP_013252769.1	XP_013332785.1	XP_037878902.1
5	5	0.43	CDI84898.1	XP_013433295.1	XP_013251012.1	XP_013338505.1	XP_013354428.1
5	5	0.49	CDI81878.1	XP_013436075.1	XP_013250291.1	XP_013335465.1	XP_037878589.1
5	5	0.304	CDI75582.1	XP_013435850.1	XP_013250120.1	XP_013337143.1	XP_013351512.1
5	5	0.305	CDI75744.1	XP_013433592.1	XP_013249402.1	XP_013338302.1	XP_013350077.1
5	5	0.447	CDI83136.1	XP_013433493.1	XP_013249793.1	XP_013337537.1	XP_037877923.1
5	5	0.271	CDI75966.1	XP_013432502.1	XP_013247235.1	XP_013333530.1	XP_037878239.1
5	5	0.295	CDI86997.1	XP_013437090.1	XP_013251341.1	XP_013335796.1	XP_013350393.1
5	5	0.345	CDI87048.1	XP_013437077.1	XP_013246769.1	XP_013333502.1	XP_013353487.1
2	2	1	*	XP_013435930.1	*	XP_013334065.1	*
2	2	1	*	XP_013435692.1	*	XP_013334876.1	*
2	2	1	*	*	XP_013251864.1	XP_013335569.1	*
2	2	1	*	XP_013434385.1	XP_013249705.1	*	*
2	2	1	*	XP_013435837.1	XP_013247839.1	*	*
3	3	0.937	*	*	XP_013248531.1	XP_013336984.1	XP_013356670.1
2	2	1	*	*	*	XP_013336399.1	XP_013355273.1
2	2	1	*	XP_013438814.1	*	XP_013333467.1	*
2	2	1	*	*	XP_013246870.1	XP_013335882.1	*
2	2	1	*	XP_013433646.1	XP_013248755.1	*	*
2	2	1	*	*	*	XP_013336132.1	XP_013355266.1
2	2	1	*	XP_013434475.1	*	XP_013333174.1	*
2	2	1	*	XP_013434072.1	*	XP_013336197.1	*
4	4	0.885	CDI74160.1	XP_013435937.1	XP_013247079.1	XP_013337519.1	*
2	2	1	*	XP_013432598.1	XP_013249086.1	*	*
2	2	1	*	*	XP_013247234.1	XP_013335412.1	*
2	2	1	*	*	XP_013253056.1	XP_013337599.1	*
2	2	1	*	XP_013435666.1	XP_013248843.1	*	*
2	2	1	*	*	XP_013247045.1	XP_013335368.1	*
2	2	1	*	*	*	XP_013334870.1	XP_013356210.1
2	2	1	*	*	XP_013249211.1	XP_013333332.1	*
2	2	1	*	XP_013434476.1	XP_013249881.1	*	*
2	2	1	*	*	XP_013250478.1	XP_013334861.1	*
2	2	1	*	*	*	XP_013334645.1	XP_013351881.1
